CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Total_Population,FI_Population,Demand_of_meals [meals/year]
42003446000,Pennsylvania,Allegheny County,1,1680,608,0,0,0,0,0,0,0,0,0,5.8,198750,0,1,0,1,0,0,0,0,56,1127,56,7,91,7,1127,67.07,91,5.43,350,20.85,187,11.11,1091,64.97,13,0.8,11,0.64,0,0,0,0,11,0.66,18,1.05,8,1.26,0,0,56,3.34,7,0.41,17,0.99,8,0.5,54,3.24,1,0.04,0,0.02,0,0,0,0,1,0.04,1,0.07,0,0.02,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114,536,276,1632,17,12,0,0,19,27,12,0,1730,0,0
42003447000,Pennsylvania,Allegheny County,1,1634,601,0,0,0,0,0,0,0,0,0,3.7,107045,1,1,1,1,1,0,0,0,1180,1630,1180,169,234,169,1630,99.75,234,14.3,446,27.28,232,14.17,1493,91.38,57,3.49,43,2.62,0,0,4,0.24,33,2.01,34,2.07,24,4.07,30,4.92,1180,72.22,169,10.35,318,19.48,154,9.45,1070,65.45,47,2.9,32,1.96,0,0,4,0.24,27,1.66,21,1.31,18,2.99,22,3.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,226,447,232,1497,57,43,0,4,33,34,24,29,1568,0,0
42003448000,Pennsylvania,Allegheny County,1,1218,563,0,0,0,0,1,0,0,0,1,21.4,57891,0,1,0,1,0,0,0,0,217,739,217,75,253,75,739,60.67,253,20.79,149,12.22,147,12.09,611,50.17,79,6.52,8,0.64,0,0,1,0.08,40,3.26,21,1.75,51,9.09,55,9.72,217,17.85,75,6.12,48,3.93,24,1.96,184,15.1,16,1.33,6,0.49,0,0,0,0,11,0.92,2,0.18,13,2.37,14,2.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,424,257,219,1048,93,18,0,1,58,28,86,92,1232,0,0
42003449000,Pennsylvania,Allegheny County,1,2640,1067,0,4,0.15,0,0,0,0,0,0,4.1,83393,1,1,1,1,1,0,0,0,2237,2639,2237,372,439,372,2639,99.97,439,16.61,568,21.51,473,17.91,2501,94.74,57,2.16,38,1.44,0,0,5,0.19,38,1.44,36,1.36,21,1.96,55,5.2,2237,84.72,372,14.08,481,18.24,410,15.54,2117,80.18,48,1.82,34,1.29,0,0,5,0.18,33,1.25,28,1.05,18,1.66,47,4.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,430,568,473,2502,57,38,0,5,38,36,20,53,2324,0,0
42003450700,Pennsylvania,Allegheny County,1,3137,1469,0,53,1.69,0,1,0,0,0,1,9.8,56768,0,1,0,1,0,0,0,0,100,1183,100,35,422,35,1183,37.72,422,13.44,221,7.03,207,6.6,1069,34.07,76,2.43,5,0.17,6,0.18,0,0,27,0.86,22,0.69,43,2.91,78,5.29,100,3.19,35,1.13,18,0.57,13,0.4,97,3.08,2,0.06,1,0.03,0,0,0,0,0,0.01,0,0,4,0.27,7,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1146,597,518,2796,213,14,7,6,101,51,192,216,3402,0,0
42003450800,Pennsylvania,Allegheny County,1,2540,1278,0,1,0.04,0,0,0,0,0,1,18.9,53933,0,0,0,0,0,0,0,0,NULL,478,NULL,NULL,203,NULL,478,18.81,203,7.97,109,4.27,54,2.11,296,11.65,145,5.7,0,0,0,0,2,0.06,36,1.4,13,0.5,26,2.04,32,2.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1367,479,533,1922,466,6,0,4,142,53,145,180,2719,0,0
42003451101,Pennsylvania,Allegheny County,1,3639,1518,0,48,1.32,0,0,0,0,0,0,6,109792,1,1,1,1,1,0,0,0,1944,3212,1944,212,402,212,3212,88.25,402,11.05,736,20.23,458,12.58,3074,84.47,49,1.35,40,1.1,0,0,1,0.03,48,1.31,43,1.19,51,3.35,62,4.08,1944,53.43,212,5.82,455,12.52,219,6.02,1867,51.31,32,0.88,16,0.45,0,0,1,0.03,28,0.77,29,0.79,31,2.04,38,2.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,478,798,524,3464,62,53,0,1,59,47,59,72,3591,0,0
42003451102,Pennsylvania,Allegheny County,1,5627,1962,0,1190,21.15,0,0,0,0,0,0,5.6,88906,1,1,1,1,1,0,0,0,1452,4595,1452,308,932,308,4595,81.67,932,16.57,819,14.56,475,8.44,3848,68.38,410,7.28,159,2.83,0,0,4,0.07,175,3.1,128,2.27,41,2.11,90,4.6,1452,25.81,308,5.48,324,5.76,156,2.77,1118,19.87,192,3.41,66,1.18,0,0,2,0.04,74,1.31,50,0.88,12,0.6,36,1.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,869,952,589,4779,476,174,0,4,194,148,60,109,5573,0,0
42003451104,Pennsylvania,Allegheny County,1,3590,1242,0,17,0.47,0,0,0,0,0,0,1,120739,1,1,1,1,1,0,0,0,3590,3590,3590,120,120,120,3590,100,120,3.34,1010,28.13,225,6.27,3356,93.48,110,3.06,61,1.7,1,0.03,3,0.08,59,1.64,49,1.36,63,5.09,0,0,3590,100,120,3.34,1010,28.13,225,6.27,3356,93.48,110,3.06,61,1.7,1,0.03,3,0.08,59,1.64,49,1.36,63,5.09,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,1010,225,3356,110,61,1,3,59,49,63,0,7178,0,0
42003451105,Pennsylvania,Allegheny County,1,4196,2169,0,18,0.43,0,0,0,0,1,0,8.5,109426,1,1,1,1,1,0,0,1,827,2496,827,198,658,198,2496,59.49,658,15.67,454,10.82,307,7.31,2200,52.43,126,3.01,88,2.1,0,0,6,0.14,76,1.8,66,1.57,106,4.88,61,2.82,827,19.72,198,4.72,197,4.7,87,2.07,732,17.45,38,0.92,31,0.73,0,0,1,0.01,25,0.6,15,0.36,11,0.52,18,0.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,698,570,3618,225,199,0,9,145,132,198,108,7178,0,0
42003451300,Pennsylvania,Allegheny County,1,7133,2755,0,49,0.69,0,0,0,0,0,0,3.1,119904,1,1,1,1,1,0,0,0,5163,7090,5163,494,741,494,7090,99.39,741,10.39,1699,23.82,1196,16.77,6462,90.6,212,2.97,264,3.7,5,0.07,7,0.1,140,1.96,111,1.56,60,2.19,49,1.77,5163,72.39,494,6.93,1242,17.41,870,12.2,4738,66.43,144,2.01,186,2.61,3,0.04,6,0.08,87,1.22,83,1.16,53,1.92,36,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,742,1711,1202,6495,213,272,5,7,141,112,64,48,5948,0,0
42003452000,Pennsylvania,Allegheny County,1,5060,2092,0,8,0.16,0,0,0,0,0,0,6.2,95208,1,1,1,1,1,0,0,0,4279,5060,4279,807,1005,807,5060,100,1005,19.86,1139,22.51,648,12.81,4862,96.09,98,1.94,37,0.73,0,0,4,0.08,59,1.17,42,0.83,88,4.2,276,13.21,4279,84.57,807,15.95,968,19.13,555,10.97,4109,81.2,86,1.7,34,0.68,0,0,3,0.07,47,0.92,39,0.77,70,3.35,232,11.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1148,1139,648,4862,98,37,0,4,59,42,95,292,5145,0,0
42003453003,Pennsylvania,Allegheny County,0,1893,731,0,0,0,0,0,0,0,0,0,6.1,99479,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1814,95.84,345,18.21,445,23.52,302,15.93,1750,92.47,17,0.89,17,0.92,1,0.05,1,0.05,28,1.47,19,1,22,3,37,5.04,1534,81.04,293,15.46,387,20.45,245,12.95,1481,78.24,15,0.78,17,0.89,0,0.02,1,0.04,20,1.05,14,0.73,19,2.64,31,4.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,358,459,318,1827,17,18,1,1,29,19,24,40,3833,0,0
42003453004,Pennsylvania,Allegheny County,1,6955,3048,0,3,0.04,0,0,0,0,0,0,16.1,85208,1,1,1,1,1,0,0,0,5003,6814,5003,925,1336,925,6814,97.98,1336,19.21,1485,21.35,504,7.25,6077,87.38,309,4.45,283,4.07,2,0.03,9,0.14,134,1.92,114,1.64,40,1.33,356,11.69,5003,71.94,925,13.3,1104,15.87,340,4.89,4460,64.13,236,3.39,199,2.87,1,0.02,6,0.09,100,1.44,76,1.1,34,1.11,259,8.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1466,1511,520,6202,314,292,2,10,135,116,44,377,3833,0,0
42003455000,Pennsylvania,Allegheny County,1,1459,620,0,0,0,0,0,0,0,0,0,5.4,77000,1,1,1,1,1,0,0,0,1459,1459,1459,265,265,265,1459,100,265,18.18,252,17.27,276,18.92,1411,96.71,23,1.58,5,0.34,0,0,1,0.07,19,1.3,10,0.69,45,7.29,38,6.08,1459,100,265,18.18,252,17.27,276,18.92,1411,96.71,23,1.58,5,0.34,0,0,1,0.07,19,1.3,10,0.69,45,7.29,38,6.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,281,252,276,1411,23,5,0,1,19,10,48,40,1550,0,0
42003456001,Pennsylvania,Allegheny County,1,3523,1259,0,0,0,0,0,0,0,0,0,3.6,120524,1,1,1,1,1,0,0,0,3162,3514,3162,355,393,355,3514,99.74,393,11.16,1028,29.19,312,8.84,3350,95.08,53,1.5,73,2.07,0,0,1,0.03,37,1.05,31,0.88,0,0,23,1.85,3162,89.75,355,10.08,927,26.32,277,7.86,3010,85.44,51,1.45,66,1.88,0,0,1,0.02,33,0.95,26,0.75,0,0,21,1.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,411,1030,314,3359,53,73,0,1,37,31,0,26,3082,0,0
42003456003,Pennsylvania,Allegheny County,1,6101,2361,0,7,0.11,0,0,0,0,1,0,5.3,117679,1,1,1,1,1,0,0,1,3602,5022,3602,302,524,302,5022,82.31,524,8.6,1411,23.12,627,10.27,4575,74.99,67,1.1,296,4.85,2,0.03,4,0.06,78,1.28,50,0.82,122,5.16,74,3.14,3602,59.05,302,4.96,1068,17.51,403,6.61,3247,53.23,43,0.7,242,3.96,2,0.03,2,0.04,67,1.09,46,0.76,93,3.96,52,2.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,761,1656,779,5578,100,333,2,4,84,53,147,102,4169,0,0
42003456004,Pennsylvania,Allegheny County,1,4792,2242,0,257,5.36,0,0,0,0,1,0,3,99000,1,1,1,1,1,0,0,1,2154,4314,2154,242,455,242,4314,90.02,455,9.5,757,15.79,1081,22.57,3822,79.77,160,3.33,252,5.25,0,0,2,0.04,78,1.63,54,1.12,237,10.55,38,1.67,2154,44.94,242,5.05,342,7.14,688,14.36,1909,39.83,77,1.6,139,2.9,0,0,1,0.02,28,0.58,28,0.58,133,5.92,19,0.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,453,841,1183,4281,171,255,0,3,82,57,241,39,5020,0,0
42003457100,Pennsylvania,Allegheny County,1,1428,732,0,29,2.03,0,0,0,0,0,0,12.1,74167,0,0,0,0,0,0,0,0,NULL,35,NULL,NULL,6,NULL,35,2.42,6,0.43,7,0.49,8,0.57,33,2.29,0,0.01,0,0.03,0,0,0,0,1,0.09,0,0,1,0.1,2,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,361,252,336,1327,48,13,0,3,37,9,138,109,1550,0,0
42003457200,Pennsylvania,Allegheny County,1,3720,1764,0,0,0,0,1,0,1,1,1,10,62065,0,1,0,1,0,0,0,1,237,1898,237,49,524,49,1898,51.01,524,14.1,363,9.76,428,11.51,1820,48.93,28,0.75,20,0.54,0,0,0,0,29,0.79,22,0.59,108,6.13,103,5.82,237,6.36,49,1.33,39,1.04,65,1.74,233,6.28,1,0.03,0,0,0,0,0,0,2,0.05,1,0.02,11,0.6,13,0.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,993,690,866,3420,166,51,0,0,83,49,203,216,3791,0,0
42003458000,Pennsylvania,Allegheny County,1,7080,3095,0,19,0.27,0,0,0,0,1,0,3.2,107340,1,1,1,1,1,0,0,1,5775,6738,5775,605,728,605,6738,95.16,728,10.28,1271,17.96,1366,19.29,6355,89.76,84,1.18,227,3.21,6,0.08,3,0.04,63,0.89,62,0.88,112,3.63,117,3.79,5775,81.57,605,8.55,1132,15.98,1167,16.49,5462,77.14,65,0.92,191,2.7,6,0.08,1,0.02,50,0.71,47,0.66,92,2.98,98,3.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,850,1333,1434,6676,90,237,6,3,68,69,143,151,5265,0,0
42003459101,Pennsylvania,Allegheny County,1,1708,662,0,4,0.23,0,0,0,0,0,0,13.9,77708,1,1,1,1,1,0,0,0,1682,1708,1682,387,394,387,1708,100,394,23.04,436,25.53,289,16.92,1532,89.7,134,7.85,15,0.88,0,0,0,0,27,1.58,10,0.59,56,8.52,18,2.79,1682,98.46,387,22.69,430,25.18,286,16.75,1506,88.15,134,7.85,15,0.88,0,0,0,0,27,1.58,10,0.59,55,8.37,18,2.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412,436,289,1532,134,15,0,0,27,10,58,19,1739,0,0
42003459102,Pennsylvania,Allegheny County,1,5658,2189,0,209,3.69,0,0,0,0,0,0,4.9,110313,1,1,1,1,1,0,0,0,5421,5658,5421,739,783,739,5658,100,783,13.83,1151,20.34,716,12.65,5304,93.74,113,2,160,2.83,0,0,0,0,81,1.43,62,1.1,0,0,97,4.41,5421,95.82,739,13.06,1105,19.54,689,12.17,5084,89.86,108,1.92,151,2.68,0,0,0,0,77,1.36,59,1.04,0,0,93,4.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,774,1151,716,5304,113,160,0,0,81,62,0,104,5136,0,0
42003459201,Pennsylvania,Allegheny County,1,5988,2801,0,101,1.69,0,0,0,0,1,0,4.7,107546,1,1,1,1,1,0,0,1,3010,5038,3010,565,842,565,5038,84.14,842,14.06,827,13.82,907,15.15,4591,76.67,147,2.46,218,3.65,1,0.02,6,0.1,75,1.25,82,1.38,127,4.55,65,2.33,3010,50.27,565,9.44,475,7.94,682,11.4,2865,47.84,57,0.95,56,0.94,0,0,2,0.04,30,0.5,30,0.5,110,3.91,39,1.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,954,1022,973,5369,199,310,1,7,102,123,129,79,5414,0,0
42003459202,Pennsylvania,Allegheny County,1,661,471,0,0,0,1,1,1,0,0,1,8.6,53906,1,1,1,1,1,0,0,0,661,661,661,145,145,145,661,100,145,21.95,40,6.05,77,11.65,641,96.97,10,1.51,4,0.61,0,0,0,0,6,0.91,8,1.21,14,2.87,7,1.44,661,100,145,21.95,40,6.05,77,11.65,641,96.97,10,1.51,4,0.61,0,0,0,0,6,0.91,8,1.21,14,2.87,7,1.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,164,40,77,641,10,4,0,0,6,8,14,7,741,741,811395
42003460001,Pennsylvania,Allegheny County,1,4250,1925,0,6,0.14,0,0,0,0,1,0,2.9,90739,1,1,1,1,1,0,0,1,2301,3770,2301,291,597,291,3770,88.7,597,14.04,594,13.98,952,22.4,3673,86.42,36,0.86,23,0.54,0,0,2,0.05,36,0.85,26,0.61,110,5.7,68,3.51,2301,54.13,291,6.84,363,8.54,550,12.94,2244,52.8,22,0.52,10,0.23,0,0,1,0.02,24,0.56,17,0.39,51,2.63,40,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,778,700,1056,4136,49,25,0,2,38,27,140,79,4176,0,0
