CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Total_Population,FI_Population,Demand_of_meals [meals/year]
42063961900,Pennsylvania,Indiana County,0,4404,1837,0,0,0,0,0,0,0,0,0,10,68527,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3493,79.31,889,20.18,690,15.67,639,14.52,3457,78.49,5,0.11,9,0.19,0,0,4,0.09,19,0.42,21,0.47,50,2.74,177,9.62,3116,70.75,771,17.5,616,14,559,12.68,3084,70.02,5,0.11,7,0.15,0,0,4,0.09,17,0.39,20,0.46,40,2.18,156,8.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1089,883,793,4357,6,9,0,4,28,28,88,214,4709,0,0
42063962000,Pennsylvania,Indiana County,0,4393,1741,0,57,1.3,0,0,0,1,1,1,18.1,53469,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,4031,91.76,1622,36.93,711,16.18,603,13.72,3813,86.79,125,2.85,5,0.11,0,0,8,0.18,80,1.82,70,1.58,129,7.4,352,20.23,3484,79.32,1458,33.19,605,13.76,525,11.95,3289,74.88,115,2.62,2,0.05,0,0,8,0.18,70,1.59,58,1.33,125,7.16,301,17.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1556,762,673,4168,127,5,0,8,85,75,107,363,3746,0,0
42063962100,Pennsylvania,Indiana County,1,3412,1567,0,0,0,0,0,0,0,1,0,11.4,61962,1,1,1,1,1,0,0,1,3412,3412,3412,1215,1215,1215,3412,100,1215,35.61,657,19.26,678,19.87,3244,95.08,77,2.26,25,0.73,4,0.12,9,0.26,53,1.55,40,1.17,153,9.79,341,21.75,3412,100,1215,35.61,657,19.26,678,19.87,3244,95.07,77,2.26,25,0.73,4,0.12,9,0.26,53,1.55,40,1.17,153,9.79,341,21.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1171,657,678,3244,77,25,4,9,53,40,142,333,3607,0,0
42063962200,Pennsylvania,Indiana County,0,2488,1073,0,0,0,0,0,0,0,0,0,8.2,61774,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2488,100,568,22.84,481,19.33,471,18.93,2456,98.71,3,0.12,3,0.12,0,0,1,0.04,25,1,16,0.64,63,5.88,114,10.61,2418,97.19,553,22.23,467,18.76,459,18.46,2388,95.97,3,0.12,3,0.12,0,0,1,0.04,23,0.94,16,0.64,60,5.61,110,10.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,503,481,471,2456,3,3,0,1,25,16,58,108,2738,0,0
42073000100,Pennsylvania,Lawrence County,1,4370,1856,0,4,0.09,0,0,0,0,0,0,9.7,62091,0,1,0,1,0,0,0,0,156,2504,156,56,833,56,2504,57.3,833,19.07,548,12.55,403,9.21,2315,52.98,116,2.66,8,0.19,0,0,3,0.07,61,1.4,37,0.84,55,2.96,125,6.72,156,3.57,56,1.29,34,0.78,20,0.46,150,3.43,5,0.12,0,0,0,0,0,0,0,0.01,0,0,4,0.24,8,0.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1414,956,753,4054,176,19,0,4,117,68,90,215,4585,0,0
42073000200,Pennsylvania,Lawrence County,1,1976,854,0,91,4.61,1,1,1,1,1,1,24,47500,1,1,1,1,1,0,0,1,1083,1781,1083,564,928,564,1781,90.15,928,46.94,382,19.33,317,16.06,1613,81.65,90,4.53,6,0.3,0,0,4,0.2,68,3.46,38,1.92,171,19.99,328,38.38,1083,54.79,564,28.53,226,11.41,200,10.11,1043,52.81,16,0.81,6,0.3,0,0,0,0,17,0.87,17,0.85,101,11.88,195,22.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1007,400,414,1800,95,6,0,4,71,41,200,384,2319,2319,2539305
42073000300,Pennsylvania,Lawrence County,1,3975,1665,0,137,3.45,1,1,1,1,1,1,25.9,53456,1,1,1,1,1,0,0,1,3384,3975,3384,1768,2030,1768,3975,100,2030,51.06,1040,26.16,694,17.46,3056,76.88,648,16.3,22,0.55,0,0,3,0.08,246,6.19,80,2.01,339,20.37,693,41.63,3384,85.12,1768,44.49,906,22.79,603,15.16,2553,64.24,593,14.92,12,0.29,0,0,2,0.05,224,5.63,70,1.75,283,16.97,591,35.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1994,1040,694,3056,648,22,0,3,246,80,343,689,4152,4152,4546440
42073000400,Pennsylvania,Lawrence County,1,1981,952,0,70,3.53,0,1,0,1,1,1,52.8,17412,0,1,0,1,0,0,0,1,231,1963,231,167,1509,167,1963,99.11,1509,76.18,509,25.71,366,18.48,989,49.92,854,43.1,9,0.44,0,0,4,0.2,108,5.45,26,1.29,390,41.02,574,60.27,231,11.68,167,8.44,62,3.13,32,1.59,126,6.34,92,4.63,0,0,0,0,1,0.04,13,0.67,3,0.16,42,4.41,69,7.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1351,515,369,999,860,9,0,4,109,26,375,552,2559,0,0
42073000600,Pennsylvania,Lawrence County,1,1284,397,0,231,17.99,1,1,1,0,0,1,37,41250,1,1,1,1,1,0,0,0,1128,1284,1128,669,762,669,1284,100,762,59.34,307,23.91,113,8.8,1039,80.92,184,14.33,0,0,1,0.08,1,0.08,59,4.6,30,2.34,87,21.86,173,43.47,1128,87.84,669,52.12,268,20.9,96,7.45,894,69.62,177,13.79,0,0,0,0.03,1,0.08,55,4.32,29,2.29,73,18.49,146,36.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,505,307,113,1039,184,0,1,1,59,30,87,173,1571,1571,1720245
42073000700,Pennsylvania,Lawrence County,1,2032,731,0,213,10.48,0,1,0,1,1,1,35.4,22813,0,1,0,1,0,0,0,1,65,2032,65,52,1365,52,2032,100,1365,67.17,456,22.44,429,21.11,1728,85.04,214,10.53,3,0.15,0,0,6,0.3,81,3.99,23,1.13,140,19.22,329,44.99,65,3.2,52,2.56,4,0.21,4,0.21,55,2.71,7,0.32,0,0,0,0,0,0.01,3,0.16,2,0.12,1,0.15,3,0.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1050,456,429,1728,214,3,0,6,81,23,139,319,2349,0,0
42073000800,Pennsylvania,Lawrence County,1,4131,1776,0,52,1.26,0,1,0,0,0,1,23.2,44194,0,1,0,1,0,0,0,0,NULL,1893,NULL,NULL,685,NULL,1893,45.83,685,16.58,366,8.85,359,8.7,1704,41.25,112,2.71,13,0.31,0,0,3,0.07,61,1.49,30,0.73,91,5.11,239,13.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1403,795,828,3731,234,15,0,3,148,48,162,513,4641,0,0
42073000900,Pennsylvania,Lawrence County,1,1825,798,0,0,0,0,1,0,1,1,1,40.3,26375,0,1,0,1,0,0,0,1,0,1478,0,0,1104,0,1478,80.98,1104,60.51,370,20.28,241,13.2,1136,62.24,254,13.91,9,0.49,0,0,4,0.22,75,4.12,39,2.14,121,15.15,357,44.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1329,461,302,1362,359,9,0,4,91,44,197,517,2109,0,0
42073001000,Pennsylvania,Lawrence County,1,1699,736,0,0,0,1,1,1,0,0,1,25.1,47188,1,1,1,1,1,0,0,0,1551,1681,1551,834,903,834,1681,98.95,903,53.16,329,19.39,355,20.91,1578,92.89,66,3.88,4,0.24,0,0,2,0.12,31,1.82,21,1.24,37,5.05,208,28.21,1551,91.28,834,49.1,308,18.1,324,19.08,1462,86.03,56,3.3,4,0.24,0,0,2,0.12,27,1.59,19,1.12,34,4.61,190,25.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,943,333,358,1596,66,4,0,2,31,21,35,197,2026,2026,2218470
42073010100,Pennsylvania,Lawrence County,0,4127,1572,0,0,0,0,0,0,0,0,0,8.7,73317,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4127,100,945,22.89,948,22.97,527,12.77,4090,99.1,4,0.1,9,0.22,3,0.07,0,0,21,0.51,28,0.68,48,3.06,153,9.74,4127,100,945,22.89,948,22.97,527,12.77,4090,99.1,4,0.1,9,0.22,3,0.07,0,0,21,0.51,28,0.68,48,3.06,153,9.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,827,948,527,4090,4,9,3,0,21,28,48,144,3916,0,0
42073010201,Pennsylvania,Lawrence County,1,3393,1557,0,0,0,0,0,0,0,0,0,4.3,101094,1,1,1,1,1,0,0,0,1487,2766,1487,215,414,215,2766,81.52,414,12.19,549,16.18,724,21.35,2687,79.21,19,0.57,32,0.94,0,0,2,0.06,25,0.74,23,0.68,34,2.17,76,4.86,1487,43.83,215,6.34,276,8.14,404,11.92,1447,42.65,7,0.22,19,0.57,0,0,2,0.05,12,0.35,12,0.37,18,1.15,41,2.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,521,639,954,3295,26,41,0,2,29,26,44,93,8171,0,0
42073010202,Pennsylvania,Lawrence County,0,5185,1969,0,0,0,0,0,0,0,1,0,12.7,69127,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,5185,100,1688,32.55,1328,25.61,892,17.2,5112,98.59,15,0.29,29,0.56,1,0.02,3,0.06,25,0.48,24,0.46,194,9.85,208,10.54,5130,98.95,1674,32.28,1317,25.4,880,16.97,5058,97.54,15,0.29,29,0.56,1,0.02,3,0.06,25,0.48,24,0.46,194,9.84,205,10.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1661,1328,892,5112,15,29,1,3,25,24,182,202,8171,0,0
42073010300,Pennsylvania,Lawrence County,1,2466,556,0,1237,50.16,0,0,0,0,0,0,9,85893,1,1,1,1,1,0,0,0,2466,2466,2466,494,494,494,2466,100,494,20.03,269,10.91,453,18.37,2400,97.32,30,1.22,9,0.36,0,0,2,0.08,25,1.01,22,0.89,36,6.41,22,3.91,2466,100,494,20.03,269,10.91,453,18.37,2400,97.32,30,1.22,9,0.36,0,0,2,0.08,25,1.01,22,0.89,36,6.41,22,3.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,249,269,453,2400,30,9,0,2,25,22,36,22,2459,0,0
42073010400,Pennsylvania,Lawrence County,0,3452,1356,0,65,1.88,0,0,0,0,0,0,9,66250,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3452,100,743,21.51,731,21.18,612,17.73,3401,98.52,13,0.38,2,0.06,0,0,3,0.09,33,0.96,26,0.75,90,6.6,133,9.78,3452,100,743,21.51,731,21.18,612,17.73,3401,98.52,13,0.38,2,0.06,0,0,3,0.09,33,0.96,26,0.75,90,6.6,133,9.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,713,731,612,3401,13,2,0,3,33,26,84,133,3658,0,0
42073010500,Pennsylvania,Lawrence County,0,3083,1279,0,30,0.97,0,0,0,0,0,0,10.6,67500,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3083,100,950,30.82,607,19.69,566,18.36,3049,98.9,4,0.13,10,0.32,0,0,4,0.13,16,0.52,19,0.62,50,3.93,205,16.05,3083,100,950,30.82,607,19.69,566,18.36,3049,98.9,4,0.13,10,0.32,0,0,4,0.13,16,0.52,19,0.62,50,3.93,205,16.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,838,607,566,3049,4,10,0,4,16,19,48,174,3447,0,0
42073010600,Pennsylvania,Lawrence County,1,2350,1050,0,4,0.17,1,1,1,0,0,1,12,55560,1,1,1,1,1,0,0,0,549,1629,549,238,637,238,1629,69.3,637,27.12,313,13.3,343,14.61,1562,66.47,30,1.29,5,0.23,0,0,0,0,31,1.31,23,0.99,61,5.8,133,12.68,549,23.38,238,10.11,115,4.87,104,4.43,531,22.6,9,0.37,2,0.07,0,0,0,0,8,0.34,6,0.26,26,2.44,45,4.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,897,424,563,2229,60,6,0,0,55,30,97,208,2282,2282,2498790
42073010700,Pennsylvania,Lawrence County,1,2867,1166,0,3,0.1,0,0,0,0,0,0,13.5,60565,0,1,0,1,0,0,0,0,NULL,1139,NULL,NULL,425,NULL,1139,39.74,425,14.83,254,8.86,229,7.99,1009,35.21,95,3.32,3,0.11,0,0,0,0,32,1.11,15,0.54,50,4.29,87,7.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1003,619,575,2577,216,9,0,0,65,25,118,202,2866,0,0
42073010800,Pennsylvania,Lawrence County,1,6216,2637,0,3,0.05,0,0,0,0,1,0,2.9,85662,1,1,1,1,1,0,0,1,1463,5130,1463,284,912,284,5130,82.52,912,14.67,1061,17.08,1163,18.71,4951,79.64,56,0.9,53,0.85,0,0,3,0.05,68,1.09,72,1.16,104,3.94,86,3.27,1463,23.53,284,4.57,309,4.97,296,4.76,1422,22.87,12,0.2,14,0.22,0,0,1,0.02,14,0.23,22,0.35,22,0.84,23,0.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1013,1267,1416,5992,72,69,0,4,79,83,125,103,6161,0,0
42073010900,Pennsylvania,Lawrence County,0,3283,1273,0,15,0.46,0,0,0,0,0,0,9.3,81389,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3283,100,759,23.1,754,22.97,525,15.99,3249,98.96,5,0.15,6,0.18,4,0.12,0,0,19,0.58,15,0.46,54,4.23,118,9.24,3283,100,759,23.1,754,22.97,525,15.99,3249,98.96,5,0.15,6,0.18,4,0.12,0,0,19,0.58,15,0.46,54,4.23,118,9.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,737,754,525,3249,5,6,4,0,19,15,52,117,3179,0,0
42073011000,Pennsylvania,Lawrence County,1,5031,2027,0,0,0,1,1,1,0,0,1,9.7,58273,1,1,1,1,1,0,0,0,2851,4226,2851,725,1155,725,4226,83.99,1155,22.95,931,18.51,781,15.51,4172,82.92,26,0.53,6,0.12,0,0,1,0.02,20,0.41,17,0.34,86,4.25,132,6.54,2851,56.66,725,14.42,637,12.67,495,9.84,2818,56.02,13,0.26,4,0.08,0,0,0,0,15,0.3,5,0.1,59,2.91,87,4.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1463,1070,963,4957,29,7,0,1,37,23,141,181,5109,5109,5594355
42073011100,Pennsylvania,Lawrence County,0,4182,1708,0,81,1.94,0,0,0,1,1,1,16.2,57941,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,3922,93.79,1362,32.57,754,18.04,759,18.16,3848,92.02,35,0.83,4,0.1,0,0,2,0.05,33,0.8,21,0.5,106,6.18,222,13.01,2454,58.69,913,21.84,445,10.63,484,11.57,2416,57.77,20,0.47,1,0.03,0,0,1,0.02,16,0.38,17,0.4,68,3.95,143,8.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1353,811,801,4096,39,5,0,2,40,23,117,246,4478,0,0
42073011200,Pennsylvania,Lawrence County,0,2481,1009,0,0,0,0,0,0,0,0,0,7.1,72826,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2481,100,498,20.08,517,20.84,446,17.98,2452,98.83,1,0.04,12,0.48,0,0,1,0.04,15,0.6,12,0.48,22,2.21,119,11.83,2481,100,498,20.08,517,20.84,446,17.98,2452,98.83,1,0.04,12,0.48,0,0,1,0.04,15,0.6,12,0.48,22,2.21,119,11.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,479,517,446,2452,1,12,0,1,15,12,22,121,2584,0,0
